subject,age_months,gender,outcome_order,domain,task,outcome,familiarization,test_window
69,20.24,female,exp_first,social,reach,expected,1,0.7272727272727261
69,20.24,female,exp_first,social,reach,unexpected,1,0.7898259705488628
69,20.24,female,exp_first,social,snack,expected,0.9509594882729211,1
69,20.24,female,exp_first,social,snack,unexpected,1,0.9225634178905204
71,15.1,female,unexp_first,physical,containment,expected,0.9575757575757579,0.657333333333334
71,15.1,female,unexp_first,physical,containment,unexpected,0.9829787234042554,0.3399999999999973
71,15.1,female,unexp_first,physical,continuity,expected,0.9333333333333331,0.6657754010695192
71,15.1,female,unexp_first,physical,continuity,unexpected,0.9560000000000002,0.936
71,15.1,female,unexp_first,physical,solidity,expected,0.8568872987477631,0.3204272363150887
71,15.1,female,unexp_first,physical,solidity,unexpected,1,0.5466666666666665
71,15.1,female,unexp_first,physical,support,expected,1,0.48800000000000043
71,15.1,female,unexp_first,physical,support,unexpected,1,0.39999999999999736
71,15.1,female,unexp_first,social,drink,expected,1,0.606141522029371
71,15.1,female,unexp_first,social,drink,unexpected,1,0.9450402144772119
71,15.1,female,unexp_first,social,fairness,expected,1,0.5707964601769899
71,15.1,female,unexp_first,social,fairness,unexpected,1,0.8967551622418877
71,15.1,female,unexp_first,social,reach,expected,1,0.7072192513368982
71,15.1,female,unexp_first,social,reach,unexpected,1,0.7081659973226239
71,15.1,female,unexp_first,social,snack,expected,0.7228144989339027,0.6773333333333307
71,15.1,female,unexp_first,social,snack,unexpected,0.7281947261663306,0.5447263017356461
72,24.6,female,unexp_first,physical,containment,expected,1,0.8706666666666674
72,24.6,female,unexp_first,physical,containment,unexpected,1,0.44399999999999856
72,24.6,female,unexp_first,physical,continuity,expected,1,0.48262032085561496
72,24.6,female,unexp_first,physical,continuity,unexpected,1,0.6999999999999988
72,24.6,female,unexp_first,physical,solidity,expected,1,0.5473965287049422
72,24.6,female,unexp_first,physical,solidity,unexpected,1,0.5560000000000015
72,24.6,female,unexp_first,physical,support,expected,1,0.32799999999999774
72,24.6,female,unexp_first,physical,support,unexpected,1,0.6946666666666673
72,24.6,female,unexp_first,social,drink,expected,1,0.6008010680907869
72,24.6,female,unexp_first,social,drink,unexpected,1,0.7506702412868616
72,24.6,female,unexp_first,social,fairness,expected,1,0.7595870206489689
72,24.6,female,unexp_first,social,fairness,unexpected,1,0.7566371681415915
72,24.6,female,unexp_first,social,reach,expected,0.7435197817189644,0.4358288770053465
72,24.6,female,unexp_first,social,reach,unexpected,0.9599999999999996,0.4725568942436433
72,24.6,female,unexp_first,social,snack,expected,1,0.570666666666667
72,24.6,female,unexp_first,social,snack,unexpected,1,0.9132176234979976
73,22.14,female,exp_first,physical,containment,expected,0.9858585858585858,0.7826666666666665
73,22.14,female,exp_first,physical,containment,unexpected,1,0.8733333333333321
73,22.14,female,exp_first,physical,continuity,expected,1,0.6751336898395746
73,22.14,female,exp_first,physical,continuity,unexpected,1,0.8879999999999996
73,22.14,female,exp_first,physical,solidity,expected,1,0.9506008010680906
73,22.14,female,exp_first,physical,solidity,unexpected,1,0.8133333333333338
73,22.14,female,exp_first,physical,support,expected,1,1
73,22.14,female,exp_first,physical,support,unexpected,1,1
73,22.14,female,exp_first,social,drink,expected,1,0.797062750333778
73,22.14,female,exp_first,social,drink,unexpected,1,0.8458445040214475
73,22.14,female,exp_first,social,fairness,expected,1,0.820058997050148
73,22.14,female,exp_first,social,fairness,unexpected,1,0.9542772861356935
73,22.14,female,exp_first,social,reach,expected,1,0.8836898395721928
73,22.14,female,exp_first,social,reach,unexpected,1,1
73,22.14,female,exp_first,social,snack,expected,1,0.9560000000000003
73,22.14,female,exp_first,social,snack,unexpected,1,1
75,23.24,female,unexp_first,physical,containment,expected,1,0.5226666666666673
75,23.24,female,unexp_first,physical,containment,unexpected,1,0.5479999999999984
75,23.24,female,unexp_first,physical,continuity,expected,0.9146666666666665,0.7045454545454553
75,23.24,female,unexp_first,physical,continuity,unexpected,0.9426666666666667,0.6999999999999994
75,23.24,female,unexp_first,physical,solidity,expected,0.8676207513416817,0.5580774365821091
75,23.24,female,unexp_first,physical,solidity,unexpected,1,0.782666666666667
75,23.24,female,unexp_first,physical,support,expected,0.8995815899581593,0.4653333333333331
75,23.24,female,unexp_first,physical,support,unexpected,0.8935281837160762,0.6160000000000003
75,23.24,female,unexp_first,social,drink,expected,1,0.7142857142857159
75,23.24,female,unexp_first,social,drink,unexpected,1,0.9142091152815014
75,23.24,female,unexp_first,social,fairness,expected,1,0.9380530973451326
75,23.24,female,unexp_first,social,fairness,unexpected,1,0.830383480825959
75,23.24,female,unexp_first,social,reach,expected,0.9549795361527968,0.46791443850267317
75,23.24,female,unexp_first,social,reach,unexpected,1,0.5274431057563583
75,23.24,female,unexp_first,social,snack,expected,0.8336886993603408,0.6666666666666663
75,23.24,female,unexp_first,social,snack,unexpected,0.8356997971602429,0.8157543391188248
76,23.1,female,exp_first,physical,containment,expected,0.2989898989898974,0.04533333333333316
76,23.1,female,exp_first,physical,continuity,expected,0.2799999999999995,0.31149732620320775
76,23.1,female,exp_first,physical,continuity,unexpected,0.4613333333333332,0.2346666666666656
76,23.1,female,exp_first,physical,support,expected,0.257322175732217,0.27600000000000063
76,23.1,female,exp_first,physical,support,unexpected,0.8977035490605424,0.4173333333333337
76,23.1,female,exp_first,social,fairness,expected,1,0.42625368731563257
76,23.1,female,exp_first,social,fairness,unexpected,0.7256857855361603,0.1504424778761068
76,23.1,female,exp_first,social,reach,expected,1,0.28074866310160385
76,23.1,female,exp_first,social,reach,unexpected,0.5453333333333342,0.06693440428380135
76,23.1,female,exp_first,social,snack,expected,0.7014925373134315,0.3093333333333354
76,23.1,female,exp_first,social,snack,unexpected,0.4462474645030428,0.29506008010681006
77,22.16,male,unexp_first,physical,containment,expected,0.901010101010101,0.5826666666666654
77,22.16,male,unexp_first,physical,containment,unexpected,1,0.32933333333333326
77,22.16,male,unexp_first,physical,continuity,expected,0.5053333333333337,0.6203208556149746
77,22.16,male,unexp_first,physical,continuity,unexpected,0.6786666666666666,0.6426666666666674
77,22.16,male,unexp_first,physical,solidity,expected,0.25939177101967725,0.4979973297730323
77,22.16,male,unexp_first,physical,solidity,unexpected,0.5098425196850401,0.027999999999999994
77,22.16,male,unexp_first,physical,support,expected,1,0.629333333333332
77,22.16,male,unexp_first,physical,support,unexpected,0.9060542797494777,0.5013333333333321
77,22.16,male,unexp_first,social,drink,expected,0.586056644880175,0.34579439252336547
77,22.16,male,unexp_first,social,drink,unexpected,1,0.6461126005361931
77,22.16,male,unexp_first,social,fairness,expected,0.6849315068493155,0.5427728613569319
77,22.16,male,unexp_first,social,fairness,unexpected,1,0.3008849557522143
77,22.16,male,unexp_first,social,reach,expected,0,0.03208556149732646
77,22.16,male,unexp_first,social,reach,unexpected,0.5213333333333338,0.23694779116465858
78,19.29,male,unexp_first,physical,containment,expected,0,0
78,19.29,male,unexp_first,physical,containment,unexpected,0,0
78,19.29,male,unexp_first,physical,continuity,expected,0,0
78,19.29,male,unexp_first,physical,solidity,expected,0,0
78,19.29,male,unexp_first,physical,solidity,unexpected,0,0
78,19.29,male,unexp_first,physical,support,expected,0,0
78,19.29,male,unexp_first,physical,support,unexpected,0,0
78,19.29,male,unexp_first,social,drink,expected,0,0
78,19.29,male,unexp_first,social,drink,unexpected,0,0
78,19.29,male,unexp_first,social,fairness,expected,0,0
78,19.29,male,unexp_first,social,fairness,unexpected,0,0
78,19.29,male,unexp_first,social,reach,expected,0,0
78,19.29,male,unexp_first,social,reach,unexpected,0,0
78,19.29,male,unexp_first,social,snack,expected,0,0
78,19.29,male,unexp_first,social,snack,unexpected,0,0
81,16.18,male,exp_first,physical,containment,expected,1,0.7479999999999989
81,16.18,male,exp_first,physical,containment,unexpected,1,0.425333333333336
81,16.18,male,exp_first,physical,continuity,expected,0.8346666666666676,0.9558823529411765
81,16.18,male,exp_first,physical,continuity,unexpected,0.9826666666666666,0.7720000000000006
81,16.18,male,exp_first,physical,solidity,expected,0.6100178890876559,0.8931909212283048
81,16.18,male,exp_first,physical,solidity,unexpected,0.7027559055118123,0.6253333333333352
81,16.18,male,exp_first,physical,support,expected,1,0.40799999999999886
81,16.18,male,exp_first,physical,support,unexpected,1,0.406666666666667
81,16.18,male,exp_first,social,drink,expected,1,0.5660881174899882
81,16.18,male,exp_first,social,drink,unexpected,0.34773662551440493,0.8150134048257373
81,16.18,male,exp_first,social,fairness,expected,1,0.8495575221238931
81,16.18,male,exp_first,social,fairness,unexpected,1,0.7758112094395284
81,16.18,male,exp_first,social,reach,expected,0.8635743519781713,0.45989304812834364
81,16.18,male,exp_first,social,reach,unexpected,1,0.5368139223560924
81,16.18,male,exp_first,social,snack,expected,0.5095948827292114,0.5920000000000009
81,16.18,male,exp_first,social,snack,unexpected,0.8843813387423936,0.7289719626168206
82,16.9,male,exp_first,physical,containment,expected,1,0.7226666666666653
82,16.9,male,exp_first,physical,containment,unexpected,1,0.7799999999999992
82,16.9,male,exp_first,physical,continuity,expected,1,0.6096256684491981
82,16.9,male,exp_first,physical,continuity,unexpected,0.9799999999999998,0.6573333333333347
82,16.9,male,exp_first,physical,solidity,expected,1,0.6675567423230967
82,16.9,male,exp_first,physical,solidity,unexpected,1,0.8066666666666679
82,16.9,male,exp_first,physical,support,expected,1,0.5999999999999991
82,16.9,male,exp_first,physical,support,unexpected,1,0.8173333333333335
82,16.9,male,exp_first,social,drink,expected,1,0.8731642189586111
82,16.9,male,exp_first,social,drink,unexpected,0.9547325102880659,0.9142091152815014
82,16.9,male,exp_first,social,fairness,expected,1,0.7595870206489674
82,16.9,male,exp_first,social,fairness,unexpected,1,0.640117994100296
82,16.9,male,exp_first,social,reach,expected,1,0.6898395721925149
82,16.9,male,exp_first,social,reach,unexpected,0.9493333333333339,0.834002677376171
82,16.9,male,exp_first,social,snack,expected,0.8635394456289993,0.8866666666666656
82,16.9,male,exp_first,social,snack,unexpected,1,0.9732977303070762
83,17,female,unexp_first,physical,containment,expected,1,0.7159999999999995
83,17,female,unexp_first,physical,containment,unexpected,1,0.7520000000000003
83,17,female,unexp_first,physical,continuity,expected,1,0.7740641711229951
83,17,female,unexp_first,physical,continuity,unexpected,0.9106666666666664,0.6399999999999996
83,17,female,unexp_first,physical,solidity,expected,0.9856887298747765,0.6662216288384507
83,17,female,unexp_first,physical,solidity,unexpected,1,0.8600000000000005
83,17,female,unexp_first,physical,support,expected,1,0.653333333333333
83,17,female,unexp_first,physical,support,unexpected,1,0.6666666666666661
83,17,female,unexp_first,social,drink,expected,1,0.6662216288384518
83,17,female,unexp_first,social,drink,unexpected,1,0.8525469168900807
83,17,female,unexp_first,social,fairness,expected,1,0.8348082595870203
83,17,female,unexp_first,social,fairness,unexpected,1,0.7743362831858411
83,17,female,unexp_first,social,reach,expected,0.9658935879945427,0.5895721925133683
83,17,female,unexp_first,social,reach,unexpected,1,0.6894243641231602
83,17,female,unexp_first,social,snack,expected,0.9530916844349682,0.6240000000000016
83,17,female,unexp_first,social,snack,unexpected,1,0.9639519359145527
84,23.8,male,exp_first,physical,containment,expected,1,0.8106666666666655
84,23.8,male,exp_first,physical,containment,unexpected,1,0.6213333333333318
84,23.8,male,exp_first,physical,continuity,expected,1,0.9318181818181817
84,23.8,male,exp_first,physical,continuity,unexpected,1,0.7639999999999986
84,23.8,male,exp_first,physical,solidity,expected,1,0.9732977303070762
84,23.8,male,exp_first,physical,solidity,unexpected,1,0.8919999999999992
84,23.8,male,exp_first,physical,support,expected,1,0.8066666666666676
84,23.8,male,exp_first,physical,support,unexpected,1,0.957333333333333
84,23.8,male,exp_first,social,drink,expected,1,1
84,23.8,male,exp_first,social,drink,unexpected,0.9897119341563785,1
84,23.8,male,exp_first,social,fairness,expected,1,1
84,23.8,male,exp_first,social,fairness,unexpected,1,0.6651917404129796
84,23.8,male,exp_first,social,reach,expected,1,0.9839572192513368
84,23.8,male,exp_first,social,reach,unexpected,1,0.8192771084337339
84,23.8,male,exp_first,social,snack,expected,1,0.9760000000000003
84,23.8,male,exp_first,social,snack,unexpected,1,0.9626168224299065
85,20.21,female,unexp_first,physical,containment,expected,0,0
85,20.21,female,unexp_first,physical,containment,unexpected,0,0
85,20.21,female,unexp_first,physical,continuity,expected,0,0
85,20.21,female,unexp_first,physical,continuity,unexpected,0,0
85,20.21,female,unexp_first,physical,solidity,expected,0,0
85,20.21,female,unexp_first,physical,solidity,unexpected,0,0
85,20.21,female,unexp_first,physical,support,unexpected,0,0
85,20.21,female,unexp_first,social,drink,expected,0,0
85,20.21,female,unexp_first,social,drink,unexpected,0,0
85,20.21,female,unexp_first,social,fairness,expected,0,0
85,20.21,female,unexp_first,social,fairness,unexpected,0,0
85,20.21,female,unexp_first,social,reach,expected,0,0
85,20.21,female,unexp_first,social,reach,unexpected,0,0
85,20.21,female,unexp_first,social,snack,expected,0,0
85,20.21,female,unexp_first,social,snack,unexpected,0,0
86,18.8,male,unexp_first,physical,containment,expected,0.8323232323232318,0.3693333333333352
86,18.8,male,unexp_first,physical,containment,unexpected,1,0.8893333333333332
86,18.8,male,unexp_first,physical,continuity,expected,0,0
86,18.8,male,unexp_first,physical,continuity,unexpected,0.6360000000000008,0
86,18.8,male,unexp_first,physical,solidity,expected,0.9373881932021471,0.43391188251001317
86,18.8,male,unexp_first,physical,solidity,unexpected,0.20472440944881878,0.8600000000000004
86,18.8,male,unexp_first,physical,support,expected,0.9916317991631798,0.5199999999999991
86,18.8,male,unexp_first,physical,support,unexpected,1,0.7493333333333325
86,18.8,male,unexp_first,social,drink,expected,0.7973856209150335,0.5246995994659526
86,18.8,male,unexp_first,social,drink,unexpected,0.738683127572016,0.663538873994637
86,18.8,male,unexp_first,social,fairness,expected,0.8301369863013706,0.7404129793510311
86,18.8,male,unexp_first,social,fairness,unexpected,0.8403990024937653,0.5634218289085526
86,18.8,male,unexp_first,social,reach,expected,0.23192360163710868,0.3569518716577527
86,18.8,male,unexp_first,social,reach,unexpected,1,0.7804551539491302
86,18.8,male,unexp_first,social,snack,expected,0.8592750533049032,0.600000000000001
86,18.8,male,unexp_first,social,snack,unexpected,1,0.8411214953271039
87,17.3,male,exp_first,physical,containment,expected,1,0.9400000000000002
87,17.3,male,exp_first,physical,containment,unexpected,0.9680851063829785,0.7679999999999993
87,17.3,male,exp_first,physical,continuity,expected,1,0.9197860962566846
87,17.3,male,exp_first,physical,continuity,unexpected,1,0.6946666666666668
87,17.3,male,exp_first,physical,solidity,expected,1,0.891855807743657
87,17.3,male,exp_first,physical,solidity,unexpected,1,0.8600000000000004
87,17.3,male,exp_first,physical,support,expected,1,0.624000000000001
87,17.3,male,exp_first,physical,support,unexpected,1,0.5640000000000035
87,17.3,male,exp_first,social,drink,expected,1,1
87,17.3,male,exp_first,social,drink,unexpected,1,0.8605898123324391
87,17.3,male,exp_first,social,fairness,expected,1,0.9513274336283188
87,17.3,male,exp_first,social,fairness,unexpected,1,0.9631268436578169
87,17.3,male,exp_first,social,reach,expected,1,0.9532085561497328
87,17.3,male,exp_first,social,reach,unexpected,1,0.9692101740294512
87,17.3,male,exp_first,social,snack,expected,1,0.94
87,17.3,male,exp_first,social,snack,unexpected,1,0.9719626168224301
91,22.5,male,exp_first,physical,containment,expected,0,0
91,22.5,male,exp_first,physical,containment,unexpected,0,0
91,22.5,male,exp_first,physical,solidity,expected,0,0
91,22.5,male,exp_first,physical,solidity,unexpected,0,0
91,22.5,male,exp_first,physical,support,expected,0,0
91,22.5,male,exp_first,physical,support,unexpected,0,0
91,22.5,male,exp_first,social,drink,expected,0,0
91,22.5,male,exp_first,social,drink,unexpected,0,0
91,22.5,male,exp_first,social,fairness,expected,0,0
91,22.5,male,exp_first,social,reach,expected,0,0
91,22.5,male,exp_first,social,reach,unexpected,0,0
91,22.5,male,exp_first,social,snack,expected,0,0
91,22.5,male,exp_first,social,snack,unexpected,0,0
92,23.19,female,exp_first,physical,containment,expected,1,0.8159999999999998
92,23.19,female,exp_first,physical,containment,unexpected,1,0.5599999999999994
92,23.19,female,exp_first,physical,continuity,expected,0.8600000000000003,0.44117647058823595
92,23.19,female,exp_first,physical,continuity,unexpected,0.9599999999999996,0.6626666666666667
92,23.19,female,exp_first,physical,solidity,expected,1,0.8157543391188247
92,23.19,female,exp_first,physical,solidity,unexpected,1,0.6759999999999994
92,23.19,female,exp_first,physical,support,expected,1,0.42666666666666675
92,23.19,female,exp_first,physical,support,unexpected,1,0.7893333333333344
92,23.19,female,exp_first,social,drink,expected,1,0.973297730307076
92,23.19,female,exp_first,social,drink,unexpected,1,1
92,23.19,female,exp_first,social,fairness,expected,1,1
92,23.19,female,exp_first,social,fairness,unexpected,1,1
92,23.19,female,exp_first,social,reach,expected,1,0.9050802139037426
92,23.19,female,exp_first,social,reach,unexpected,1,0.3400267737617147
92,23.19,female,exp_first,social,snack,expected,1,0.9400000000000002
92,23.19,female,exp_first,social,snack,unexpected,1,0.8651535380507346
93,19.26,female,exp_first,physical,containment,expected,1,0.9093333333333338
93,19.26,female,exp_first,physical,containment,unexpected,1,0.42266666666666575
93,19.26,female,exp_first,physical,continuity,expected,1,0.6524064171122976
93,19.26,female,exp_first,physical,continuity,unexpected,1,0.9173333333333344
93,19.26,female,exp_first,physical,solidity,expected,1,0.9906542056074765
93,19.26,female,exp_first,physical,solidity,unexpected,1,0.42933333333333396
93,19.26,female,exp_first,social,drink,expected,1,0.8731642189586111
93,19.26,female,exp_first,social,drink,unexpected,1,0.7386058981233241
93,19.26,female,exp_first,social,fairness,expected,0.879452054794521,0.958702064896755
93,19.26,female,exp_first,social,fairness,unexpected,1,0.9203539823008847
93,19.26,female,exp_first,social,reach,expected,1,0.7941176470588218
93,19.26,female,exp_first,social,reach,unexpected,1,0.8714859437751011
94,23.9,female,exp_first,physical,containment,expected,1,0.5479999999999985
94,23.9,female,exp_first,physical,containment,unexpected,0.948936170212766,0.45200000000000057
94,23.9,female,exp_first,physical,continuity,expected,1,0.5133689839572178
94,23.9,female,exp_first,physical,continuity,unexpected,0.9746666666666667,0.7213333333333329
94,23.9,female,exp_first,physical,solidity,expected,0.5241502683363154,0.5767690253671564
94,23.9,female,exp_first,physical,solidity,unexpected,0.6830708661417317,0.4266666666666662
94,23.9,female,exp_first,physical,support,expected,1,0.34800000000000086
94,23.9,female,exp_first,physical,support,unexpected,0.9478079331941548,0.4573333333333328
94,23.9,female,exp_first,social,drink,expected,1,0.9065420560747666
94,23.9,female,exp_first,social,drink,unexpected,0.9855967078189302,0.5991957104557621
94,23.9,female,exp_first,social,fairness,expected,1,0.8672566371681424
94,23.9,female,exp_first,social,fairness,unexpected,1,0.9557522123893804
94,23.9,female,exp_first,social,reach,expected,0.95225102319236,0.7219251336898415
94,23.9,female,exp_first,social,reach,unexpected,1,0.5475234270415007
97,20.2,female,exp_first,physical,containment,expected,0.6626262626262635,0.17866666666666706
97,20.2,female,exp_first,physical,containment,unexpected,0.7659574468085103,0.22133333333333288
97,20.2,female,exp_first,physical,continuity,expected,0.9385964912280707,0.6443850267379688
97,20.2,female,exp_first,physical,continuity,unexpected,0.9266666666666671,0.6253333333333336
97,20.2,female,exp_first,physical,solidity,expected,0.7441860465116279,0.4953271028037386
97,20.2,female,exp_first,physical,solidity,unexpected,0.6043307086614175,0.423999999999999
97,20.2,female,exp_first,physical,support,expected,0.9895397489539748,0.23466666666666527
97,20.2,female,exp_first,physical,support,unexpected,0.9457202505219208,0.1519999999999992
97,20.2,female,exp_first,social,drink,expected,0.9564270152505446,0.2456608811749004
97,20.2,female,exp_first,social,drink,unexpected,0.8662551440329217,0.6206434316353899
97,20.2,female,exp_first,social,fairness,expected,1,0.70353982300885
97,20.2,female,exp_first,social,fairness,unexpected,0.9625935162094764,0.4026548672566354
97,20.2,female,exp_first,social,reach,expected,0.7339699863574338,0.43048128342245867
97,20.2,female,exp_first,social,reach,unexpected,0.9893333333333334,0.6171352074966502
97,20.2,female,exp_first,social,snack,expected,0.360341151385929,0.2546666666666673
97,20.2,female,exp_first,social,snack,unexpected,0.6693711967545637,0.4125500667556754
98,20.9,male,exp_first,physical,containment,expected,0.824242424242423,0.8933333333333335
98,20.9,male,exp_first,physical,containment,unexpected,0.8893617021276602,0.39066666666666716
98,20.9,male,exp_first,physical,continuity,expected,0.7773333333333344,0.24197860962566964
98,20.9,male,exp_first,physical,continuity,unexpected,0.8600000000000004,0.6346666666666686
98,20.9,male,exp_first,physical,solidity,expected,0.9194991055456169,0.979973297730307
98,20.9,male,exp_first,physical,solidity,unexpected,1,0.7866666666666674
98,20.9,male,exp_first,physical,support,expected,1,0.8826666666666676
98,20.9,male,exp_first,physical,support,unexpected,0.6951983298538629,0.5719999999999983
98,20.9,male,exp_first,social,drink,expected,0.9891067538126362,0.3431241655540712
98,20.9,male,exp_first,social,drink,unexpected,0.905349794238683,0.3512064343163545
98,20.9,male,exp_first,social,fairness,expected,0.9150684931506853,0.963126843657817
98,20.9,male,exp_first,social,fairness,unexpected,0.920199501246883,0.9660766961651915
98,20.9,male,exp_first,social,reach,expected,1,0.7981283422459903
98,20.9,male,exp_first,social,reach,unexpected,0.8373333333333333,0.6880856760374827
98,20.9,male,exp_first,social,snack,expected,0.7441364605543698,0.8533333333333339
98,20.9,male,exp_first,social,snack,unexpected,0.8782961460446242,0.9332443257676911
99,16.3,male,unexp_first,physical,containment,expected,0.8141414141414137,0.2426666666666667
99,16.3,male,unexp_first,physical,containment,unexpected,0.7702127659574461,0.18533333333333404
99,16.3,male,unexp_first,physical,continuity,expected,0.2893333333333347,0.3756684491978615
99,16.3,male,unexp_first,physical,continuity,unexpected,0.8626666666666668,0.44000000000000167
99,16.3,male,unexp_first,physical,solidity,expected,0.7656529516994633,0.7036048064085454
99,16.3,male,unexp_first,physical,solidity,unexpected,0.6003937007874022,0.4773333333333327
99,16.3,male,unexp_first,physical,support,expected,0.9853556485355648,0.406666666666667
99,16.3,male,unexp_first,physical,support,unexpected,0.9832985386221293,0.5813333333333335
99,16.3,male,unexp_first,social,drink,expected,1,0.4539385847797062
99,16.3,male,unexp_first,social,drink,unexpected,0.9711934156378604,0.6273458445040221
99,16.3,male,unexp_first,social,fairness,expected,1,0.24041297935103179
99,16.3,male,unexp_first,social,fairness,unexpected,1,0.3598820058997039
99,16.3,male,unexp_first,social,reach,expected,0.9863574351978172,0.3903743315508019
99,16.3,male,unexp_first,social,reach,unexpected,1,0.7523427041499338
99,16.3,male,unexp_first,social,snack,expected,0.9061833688699361,0.5
99,16.3,male,unexp_first,social,snack,unexpected,0.9898580121703853,0.6261682242990662
100,19.7,male,unexp_first,physical,containment,expected,0.9555555555555555,0.464000000000001
100,19.7,male,unexp_first,physical,containment,unexpected,0.8829787234042547,0.6466666666666677
100,19.7,male,unexp_first,physical,solidity,expected,1,1
100,19.7,male,unexp_first,physical,solidity,unexpected,1,0.6186666666666646
100,19.7,male,unexp_first,physical,support,expected,1,0.7786666666666671
100,19.7,male,unexp_first,physical,support,unexpected,1,0.9266666666666671
100,19.7,male,unexp_first,social,drink,expected,1,0.20827770360480574
100,19.7,male,unexp_first,social,drink,unexpected,1,0.6139410187667567
100,19.7,male,unexp_first,social,fairness,expected,1,0.5825958702064898
100,19.7,male,unexp_first,social,fairness,unexpected,0.5935162094763115,0.05752212389380582
100,19.7,male,unexp_first,social,reach,expected,1,0.5882352941176455
100,19.7,male,unexp_first,social,reach,unexpected,1,0.7737617135207498
100,19.7,male,unexp_first,social,snack,expected,0.9040511727078894,0.9293333333333337
100,19.7,male,unexp_first,social,snack,unexpected,1,0.8891855807743655
101,22.5,female,unexp_first,physical,containment,expected,0.9292929292929291,0.14799999999999983
101,22.5,female,unexp_first,physical,containment,unexpected,0.9936170212765957,0.22133333333333308
101,22.5,female,unexp_first,physical,continuity,expected,0.7760000000000008,0.45855614973262215
101,22.5,female,unexp_first,physical,continuity,unexpected,0.9786666666666666,0.530666666666668
101,22.5,female,unexp_first,physical,solidity,expected,0.9552772808586764,0.5033377837116161
101,22.5,female,unexp_first,physical,solidity,unexpected,0.9153543307086607,0.8706666666666671
101,22.5,female,unexp_first,physical,support,unexpected,1,0.7506666666666681
101,22.5,female,unexp_first,social,drink,expected,1,0.4913217623498007
101,22.5,female,unexp_first,social,drink,unexpected,1,0.7533512064343157
101,22.5,female,unexp_first,social,fairness,expected,1,0.7315634218289082
101,22.5,female,unexp_first,social,fairness,unexpected,1,0.9513274336283188
101,22.5,female,unexp_first,social,snack,expected,0.9765458422174842,0.6746666666666663
101,22.5,female,unexp_first,social,snack,unexpected,1,0.730307076101469
103,16.5,female,exp_first,physical,containment,expected,1,0.4479999999999999
103,16.5,female,exp_first,physical,containment,unexpected,0.2914893617021283,0.04266666666666656
103,16.5,female,exp_first,physical,continuity,expected,1,1
103,16.5,female,exp_first,physical,continuity,unexpected,1,1
103,16.5,female,exp_first,physical,solidity,expected,0.37209302325581334,0
103,16.5,female,exp_first,physical,solidity,unexpected,0.05905511811023577,0
103,16.5,female,exp_first,physical,support,expected,0.31799163179916545,0
103,16.5,female,exp_first,physical,support,unexpected,0.35490605427974825,0
103,16.5,female,exp_first,social,drink,expected,1,0.599465954606141
103,16.5,female,exp_first,social,drink,unexpected,1,0.49865951742627584
103,16.5,female,exp_first,social,fairness,expected,1,1
103,16.5,female,exp_first,social,fairness,unexpected,1,1
103,16.5,female,exp_first,social,reach,expected,0.27557980900409074,0
103,16.5,female,exp_first,social,reach,unexpected,0.09999999999999921,0.080321285140562
103,16.5,female,exp_first,social,snack,expected,0.8187633262260132,0.11733333333333236
103,16.5,female,exp_first,social,snack,unexpected,0.584178498985799,0.3070761014686255
104,17.8,male,exp_first,physical,containment,expected,1,0.8799999999999994
104,17.8,male,exp_first,physical,containment,unexpected,0.8404255319148932,0.7840000000000005
104,17.8,male,exp_first,physical,continuity,expected,0.685333333333334,0.6791443850267392
104,17.8,male,exp_first,physical,continuity,unexpected,0.9266666666666672,0.6399999999999996
104,17.8,male,exp_first,physical,solidity,expected,0.937388193202147,0.8518024032042724
104,17.8,male,exp_first,physical,solidity,unexpected,1,0.8066666666666656
104,17.8,male,exp_first,physical,support,expected,1,0.23866666666667008
104,17.8,male,exp_first,physical,support,unexpected,0.987473903966597,0.6466666666666678
104,17.8,male,exp_first,social,drink,expected,1,0.9599465954606138
104,17.8,male,exp_first,social,drink,unexpected,1,0.7680965147453074
104,17.8,male,exp_first,social,fairness,expected,1,0.9336283185840714
104,17.8,male,exp_first,social,fairness,unexpected,1,0.8451327433628316
104,17.8,male,exp_first,social,reach,expected,1,0.6310160427807512
104,17.8,male,exp_first,social,reach,unexpected,1,0.5850066934404282
105,15.9,female,unexp_first,physical,containment,expected,0.9292929292929291,0.48666666666666786
105,15.9,female,unexp_first,physical,containment,unexpected,1,0.5493333333333322
105,15.9,female,unexp_first,physical,continuity,expected,0.8799999999999991,0.9131016042780744
105,15.9,female,unexp_first,physical,continuity,unexpected,1,0.8866666666666646
105,15.9,female,unexp_first,physical,solidity,expected,1,0.5594125500667573
105,15.9,female,unexp_first,physical,solidity,unexpected,1,0.8200000000000003
105,15.9,female,unexp_first,physical,support,expected,1,0.4666666666666662
105,15.9,female,unexp_first,physical,support,unexpected,1,0.7119999999999994
105,15.9,female,unexp_first,social,drink,expected,1,0.8251001335113484
105,15.9,female,unexp_first,social,drink,unexpected,1,0.9142091152815014
105,15.9,female,unexp_first,social,fairness,expected,1,0.5398230088495587
105,15.9,female,unexp_first,social,fairness,unexpected,1,0.8156342182890862
105,15.9,female,unexp_first,social,reach,expected,0.946793997271487,0.7540106951871646
105,15.9,female,unexp_first,social,reach,unexpected,1,0.5983935742971874
105,15.9,female,unexp_first,social,snack,expected,1,0.9013333333333331
105,15.9,female,unexp_first,social,snack,unexpected,0.8336713995943205,0.9719626168224299
